arrival_tasks,completed_tasks,dropped_tasks,effective_bits,energy_srv,energy_tx,handover,queue_mean,slot,solve_time_s,total_cost
3,3,0,6676559.128842372,3.0000000000000004e-09,4.213370381191565,0,0.0,0,0.0,4.213370384191565
3,3,0,2417417.7428309424,3.0000000000000004e-09,1.397601694139737,0,0.0,1,0.0,1.397601697139737
3,3,0,5372436.206107979,3.0000000000000004e-09,1.983489481737482,0,0.0,2,0.0,1.983489484737482
3,3,0,5247162.564295037,3.0000000000000004e-09,2.4638782430051114,0,0.0,3,0.0,2.463878246005111
3,3,0,3069148.0507451985,3.0000000000000004e-09,1.394385039377624,0,0.0,4,0.0,1.394385042377624
